Domain,Country,Item,Element,Year,Value
Annual population,Iran (Islamic Republic of),Population - Est. & Proj.,Total Population - Both sexes (1000),2011,75424.0
Annual population,Iraq,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,31837.0
Annual population,Ireland,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,4523.0
Annual population,Israel,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,7542.0
Annual population,Italy,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,60729.0
Annual population,Jamaica,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,2755.0
Annual population,Japan,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,127319.0
Annual population,Jordan,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,6731.0
Annual population,Kazakhstan,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,16098.0
Annual population,Kenya,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,42028.0
Annual population,Kiribati,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,99.0
Annual population,Kuwait,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,3125.0
Annual population,Kyrgyzstan,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,5403.0
Annual population,Lao People's Democratic Republic,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,6521.0
Annual population,Latvia,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,2073.0
Annual population,Lebanon,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,4478.0
Annual population,Lesotho,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,2030.0
Annual population,Liberia,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,4080.0
Annual population,Libya,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,6103.0
Annual population,Liechtenstein,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,36.0
Annual population,Lithuania,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,3044.0
Annual population,Luxembourg,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,516.0
Annual population,Madagascar,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,21679.0
Annual population,Malawi,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,15458.0
Annual population,Malaysia,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,28759.0
Annual population,Maldives,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,332.0
Annual population,Mali,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,14417.0
Annual population,Malta,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,426.0
Annual population,Marshall Islands,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,52.0
Annual population,Martinique,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,402.0
Annual population,Mauritania,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,3703.0
Annual population,Mauritius,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,1235.0
Annual population,Mayotte,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,210.0
Annual population,Mexico,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,119361.0
Annual population,Micronesia (Federated States of),Population - Est. & Proj.,Total Population - Both sexes (1000),2011,103.0
Annual population,Monaco,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,37.0
Annual population,Mongolia,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,2754.0
Annual population,Montenegro,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,621.0
Annual population,Montserrat,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,5.0
Annual population,Morocco,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,32059.0
Annual population,Mozambique,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,24581.0
Annual population,Myanmar,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,52351.0
Annual population,Namibia,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,2218.0
Annual population,Nauru,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,10.0
Annual population,Nepal,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,27156.0
Annual population,Netherlands,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,16666.0
Annual population,Netherlands Antilles,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,213.0
Annual population,New Caledonia,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,250.0
Annual population,New Zealand,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,4414.0
Annual population,Nicaragua,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,5905.0
Annual population,Niger,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,16511.0
Annual population,Nigeria,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,164193.0
Annual population,Niue,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,1.0
Annual population,Northern Mariana Islands,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,53.0
Annual population,Norway,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,4944.0
Annual population,Occupied Palestinian Territory,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,4114.0
Annual population,Oman,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,3025.0
Annual population,Pakistan,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,176166.0
Annual population,Palau,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,21.0
Annual population,Panama,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,3740.0
Annual population,Papua New Guinea,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,7013.0
Annual population,Paraguay,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,6573.0
Annual population,Peru,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,29615.0
Annual population,Philippines,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,95053.0
Annual population,Poland,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,38205.0
Annual population,Portugal,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,10598.0
Annual population,Puerto Rico,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,3701.0
Annual population,Qatar,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,1911.0
Annual population,Republic of Korea,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,48733.0
Annual population,Republic of Moldova,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,3543.0
Annual population,R̩union,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,855.0
Annual population,Romania,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,21809.0
Annual population,Russian Federation,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,143438.0
Annual population,Rwanda,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,11144.0
Annual population,"Saint Helena, Ascension and Tristan da Cunha",Population - Est. & Proj.,Total Population - Both sexes (1000),2011,4.0
Annual population,Saint Kitts and Nevis,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,53.0
Annual population,Saint Lucia,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,179.0
Annual population,Saint Pierre and Miquelon,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,6.0
Annual population,Saint Vincent and the Grenadines,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,109.0
Annual population,Samoa,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,187.0
Annual population,San Marino,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,31.0
Annual population,Sao Tome and Principe,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,183.0
Annual population,Saudi Arabia,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,27762.0
Annual population,Senegal,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,13331.0
Annual population,Serbia,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,9597.0
Annual population,Seychelles,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,92.0
Annual population,Sierra Leone,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,5865.0
Annual population,Singapore,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,5192.0
Annual population,Slovakia,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,5440.0
Annual population,Slovenia,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,2062.0
Annual population,Solomon Islands,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,538.0
Annual population,Somalia,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,9908.0
Annual population,South Africa,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,51949.0
Annual population,South Sudan,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,10381.0
Annual population,Spain,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,46514.0
Annual population,Sri Lanka,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,20926.0
Annual population,Sudan,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,36431.0
Annual population,Suriname,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,530.0
Annual population,Swaziland,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,1212.0
Annual population,Sweden,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,9449.0
Annual population,Switzerland,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,7915.0
Annual population,Syrian Arab Republic,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,21804.0
Annual population,Tajikistan,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,7815.0
Annual population,Thailand,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,66576.0
Annual population,The former Yugoslav Republic of Macedonia,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,2104.0
Annual population,Timor-Leste,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,1096.0
Annual population,Togo,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,6472.0
Annual population,Tokelau,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,1.0
Annual population,Tonga,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,105.0
Annual population,Trinidad and Tobago,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,1333.0
Annual population,Tunisia,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,10753.0
Annual population,Turkey,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,73059.0
Annual population,Turkmenistan,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,5107.0
Annual population,Turks and Caicos Islands,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,32.0
Annual population,Tuvalu,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,10.0
Annual population,Uganda,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,35148.0
Annual population,Ukraine,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,45803.0
Annual population,United Arab Emirates,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,8925.0
Annual population,United Kingdom,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,62672.0
Annual population,United Republic of Tanzania,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,46355.0
Annual population,United States of America,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,314912.0
Annual population,United States Virgin Islands,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,106.0
Annual population,Uruguay,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,3383.0
Annual population,Uzbekistan,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,28152.0
Annual population,Vanuatu,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,242.0
Annual population,Venezuela (Bolivarian Republic of),Population - Est. & Proj.,Total Population - Both sexes (1000),2011,29501.0
Annual population,Viet Nam,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,89914.0
Annual population,Wallis and Futuna Islands,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,13.0
Annual population,Western Sahara,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,532.0
Annual population,Yemen,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,23304.0
Annual population,Zambia,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,13634.0
Annual population,Zimbabwe,Population - Est. & Proj.,Total Population - Both sexes (1000),2011,13359.0
